Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
86637;NKS;NKS IMPORTACOES E EXPORTACOES INDUSTRIA E COMERCIO DE CALCADOS LTDA.;00.744.999/0001-83;104,247;105,882;130,228;117,798;144,462;138,542;132,483;132,546;114,614;119,804;128,600;76,653
86639;TECNOVACUM;TECNOVACUM TRATAMENTO TERMICO LTDA;08.243.202/0001-76;101,549;110,644;125,277;110,621;119,696;123,894;131,815;127,080;116,937;119,650;118,956;100,705
86662;GRAMALTO;GRAMALTO GRANITOS E MARMORES LTDA;00.412.182/0001-08;72,543;80,695;91,264;76,871;78,984;80,094;73,072;89,897;78,481;55,812;72,397;21,117
86667;ABATEDOURO VEREDA;VEREDA ALIMENTOS LTDA;04.454.667/0001-15;314,006;291,160;336,284;309,134;326,231;268,216;260,057;186,176;115,281;130,079;140,120;148,917
86731;GARBONI;GARBONI INDUSTRIA DE PLASTICOS E MOLDES LTDA;31.136.401/0001-05;292,291;223,525;259,571;315,905;363,006;363,096;322,302;262,071;315,300;325,839;293,787;211,855
86746;MOINHO GUACU;MOINHO GUACU MIRIM LTDA.;03.691.432/0001-84;76,401;58,945;94,153;78,827;84,118;84,778;75,072;86,641;71,994;89,112;127,114;102,446
86770;JAMAICA;JAMAICA INDUSTRIA DE ARTEFATOS DE BORRACHA LTDA;62.157.094/0001-64;84,469;79,097;84,696;70,422;73,884;69,440;74,942;83,374;77,718;71,818;67,565;66,310
86781;ICB PEDRO LEOPOLDO AUT EI;INTERCEMENT BRASIL S.A.;62.258.884/0001-36;122,783;107,663;121,081;113,157;114,165;109,308;113,113;106,980;107,321;112,598;108,607;0,000
86843;SANTOS BRASIL SBC;SANTOS BRASIL LOGISTICA S.A.;58.180.316/0001-92;82,126;81,485;93,888;79,625;86,726;82,358;74,795;84,219;76,496;82,817;77,721;74,735
86857;AGUAS CUIABA;AGUAS CUIABA S.A. - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;14.995.581/0001-53;947,459;843,375;915,539;949,682;901,388;773,463;1.061,700;1.113,434;1.133,061;1.164,300;1.225,805;1.321,054
86916;FJN;FERRAMENTARIA JN LTDA;79.922.720/0001-64;151,707;176,616;174,806;128,435;126,885;114,682;125,460;121,814;123,907;140,983;153,317;135,261
86922;PEMALEX;PEMALEX INDUSTRIA E COMERCIO LTDA;07.945.652/0001-48;91,932;97,389;125,025;123,453;121,933;119,618;110,871;128,766;114,781;121,216;123,695;92,478
86935;ESCOLA ELEVA BOTAFOGO;COLEGIO ELEVA EDUCACAO LTDA;20.151.362/0001-90;74,535;161,051;179,231;147,460;133,446;109,870;82,417;113,898;98,823;123,519;121,554;107,482
86939;BANNACH;CURTUME BANNACH LTDA;05.196.606/0001-68;109,570;116,335;149,373;138,340;139,299;135,984;133,006;136,352;117,496;122,707;123,339;73,303
86953;MULTITECNICA CL;MULTITECNICA INDUSTRIAL LTDA;71.013.916/0001-24;1.616,625;1.437,350;1.650,178;1.615,859;1.647,484;1.618,126;1.589,447;1.607,075;1.454,304;1.626,700;1.621,195;1.373,276
86961;ITALO 07-FB;ITALO SUPERMERCADOS LTDA;04.768.477/0001-72;39,329;37,321;37,835;30,559;28,707;28,055;29,848;28,499;28,432;29,429;30,456;36,486
86968;KARNE KEIJO ESP;KARNE KEIJO - LOGISTICA INTEGRADA LTDA - EM RECUPERACAO JUDICIAL;24.150.377/0001-95;877,424;780,652;837,113;807,711;818,625;746,012;789,534;775,475;781,211;811,448;792,579;859,428
86973;CAL SAN FRANCISCO;INDUSTRIAS DE CAL SAN FRANCISCO LTDA;75.067.256/0001-15;139,274;193,615;213,132;203,356;201,275;243,378;185,478;173,503;140,401;110,412;98,063;87,768
86992;UNIEURO;INSTITUTO EURO-AMERICANO DE EDUCACAO, CIENCIA E TECNOLOGIA S.A.;37.174.034/0001-02;82,659;126,386;224,440;181,055;160,513;136,402;98,687;138,567;193,958;200,012;165,436;105,025
87000;CALCARIO URUACU;CALCARIO URUACU LTDA;06.220.490/0001-18;3,561;3,510;7,928;142,637;138,346;128,451;155,055;156,749;113,824;126,735;21,309;10,505
87015;BIOFLORESTAS;ARCELORMITTAL BIOFLORESTAS LTDA.;13.163.645/0001-97;92,904;84,902;102,217;92,739;97,216;96,066;95,824;96,367;96,822;96,929;92,336;95,129
87038;SATURNO;CERAMICA SATURNO LTDA;48.201.917/0001-80;119,787;89,225;123,747;122,028;145,716;145,695;137,914;150,527;133,847;141,740;138,492;67,039
87067;CAMPINAS AEROPORTO HOTEL;CAMPINAS AEROPORTO HOTEL LTDA;21.600.348/0002-70;60,772;56,122;66,014;60,326;48,089;44,612;49,463;48,919;47,449;60,986;57,593;58,706
87100;ALPHA METALURGICA;ALPHA INDUSTRIA METALURGICA LTDA;04.139.977/0001-45;239,397;260,903;310,499;260,159;307,582;286,450;295,151;333,170;322,863;333,415;310,186;261,199
87327;UNOESC;FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA;84.592.369/0006-35;29,557;44,700;52,420;39,290;43,641;41,365;34,924;42,377;40,158;43,291;42,308;41,534
87331;C CE FRIGORIFICO CONFIANCA;FRIGORIFICO CONFIANCA LTDA;33.981.438/0001-57;239,065;227,847;254,103;225,337;233,495;217,016;212,388;226,202;233,314;236,221;227,527;241,913
87334;C CE CERAMICA TEZOTTO;CERAMICA TEZOTTO LTDA;56.173.529/0001-61;146,470;134,878;152,090;132,856;167,305;163,795;154,617;152,748;146,763;137,397;138,555;141,468
87336;C CE MUNDIAL PAPER;MUNDIAL PAPER EMBALAGENS LTDA.;04.443.646/0001-02;156,658;149,428;189,286;206,112;265,561;246,249;282,676;302,869;285,191;266,280;226,113;119,684
87353;CMBA;CMBA INDUSTRIA MECANICA LTDA;03.222.201/0001-21;112,670;122,185;127,592;98,614;112,823;98,952;112,947;120,106;107,069;107,012;99,446;105,121
87359;C CE FRIGORIFICO LARANJAL;GSI INDUSTRIAL DE ALIMENTOS LTDA.;48.330.609/0001-55;329,606;330,932;375,549;281,147;321,752;315,312;345,523;310,547;308,492;331,379;331,913;369,364
87368;ALUMAX;ALUMAX EXTRUSAO DE METAIS LTDA;11.740.881/0001-01;215,988;188,623;217,099;180,556;209,829;206,760;210,360;241,879;248,032;242,063;269,567;229,481
87449;DOHLER AMERICA LATINA;DOHLER AMERICA LATINA LTDA.;01.919.410/0001-01;602,620;607,743;659,527;573,851;552,722;527,552;535,943;586,384;541,881;632,285;605,388;576,143
87466;REFRIGERANTES SABORAKI ESP;VENTURINI - FLORENCIO INDUSTRIA E COM DE BEBIDAS LTDA;53.765.640/0001-59;99,823;101,602;146,631;127,856;120,450;114,523;136,181;124,340;87,275;125,904;142,868;134,768
87467;TOP TEC;TOP TEC INDUSTRIA E COMERCIO DE ESPUMAS LTDA.;11.066.796/0001-00;61,497;57,738;68,739;63,824;60,377;62,815;53,917;56,864;59,047;56,297;59,200;48,584
87468;MAIS BARATO MATRIZ;REDE SUPERMERCADO MAIS BARATO LTDA;13.269.933/0001-20;655,858;611,049;675,524;641,207;698,308;699,568;738,144;756,542;749,087;761,745;738,584;769,678
87707;TECHNIP BRASIL;TECHNIP BRASIL - ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA.;68.915.891/0001-40;696,764;740,440;814,880;686,425;720,433;631,125;684,303;664,690;550,705;786,535;744,183;776,987
87748;C CE DELLA ROSA;FORJARIA DELLA ROSA LTDA;09.104.435/0001-50;77,974;80,487;104,883;79,762;88,230;83,073;84,218;105,685;59,000;88,092;102,439;54,499
87906;FORNAC CL 514;FORNAC FUNDICAO DE ACOS ESPECIAIS LIMITADA;01.040.520/0002-71;1.092,209;1.059,575;1.123,186;1.071,270;1.133,910;1.086,026;1.127,707;1.177,197;1.108,555;1.064,914;973,773;943,796
87982;LPA CL 514;LATICINIOS PORTO ALEGRE INDUSTRIA E COMERCIO S/A;66.301.334/0001-03;2.579,310;2.334,786;2.501,201;2.237,607;2.158,945;1.973,094;2.081,586;2.351,505;2.302,154;2.293,671;2.351,742;2.515,586
88105;SHOPPING MUELLER CL 514;CASC ADMINISTRADORA DE SHOPPING CENTERS S/A;76.694.983/0001-75;645,572;622,863;648,616;539,462;475,780;423,236;474,304;442,253;410,634;503,868;456,200;499,878
88133;TINTURARIA WILLRICH CL;TINTURARIA WILLRICH LTDA;20.665.566/0001-40;1.099,639;1.350,540;1.434,231;1.335,394;1.490,555;1.526,418;1.480,452;1.306,835;1.294,687;1.307,176;1.282,557;888,822
88245;AGUAS CUIABA CL;AGUAS CUIABA S.A. - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;14.995.581/0001-53;3.046,030;2.720,386;2.938,825;2.978,746;3.217,177;2.902,877;3.230,331;3.181,276;3.177,249;3.237,314;3.145,160;3.266,136
88326;ROCKWELL;ROCKWELL AUTOMATION DO BRASIL LTDA;46.323.754/0004-26;143,693;143,175;180,845;134,350;99,617;87,319;103,901;110,359;110,578;131,719;136,646;139,847
88484;Q-BURGUER;Q-BURGUER COMERCIO DE CARNES E DERIVADOS LTDA.;17.886.103/0001-01;126,668;97,692;136,281;135,945;132,914;138,496;144,441;155,400;137,578;150,161;151,063;133,354
88572;BRASIL MINERIOS FILIAL ESP;BRASIL MINERIOS S/A;02.683.365/0006-06;307,715;306,958;321,776;297,993;346,089;360,237;357,463;319,044;305,675;303,676;223,837;168,873
88609;IPLAC;IPLAC INDUSTRIA PLASTICA CAETES LTDA;24.166.316/0001-16;3.699,997;3.051,745;3.662,893;4.307,725;4.801,048;4.609,936;4.770,304;4.896,345;4.682,901;5.058,079;4.789,131;4.727,376
88764;TECHNIP BRASIL EI;TECHNIP BRASIL - ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA.;68.915.891/0001-40;109,459;122,246;174,689;148,401;124,844;164,598;126,923;154,970;150,682;190,000;104,641;92,280
88904;SUPER PORTUGAL;F J FEIJO DE ALBUQUERQUE;01.377.961/0001-82;363,932;334,505;366,483;361,168;378,265;349,768;355,053;366,365;361,867;354,122;336,643;354,248
88968;GERARDOS DISTRIBUIDORA;GERARDO'S DISTRIBUIDORA LTDA;01.583.150/0001-38;198,999;192,117;203,781;193,658;198,791;191,234;203,948;212,572;202,811;206,000;207,063;217,154
88974;CARMO COURI NE;CARMO COURI ENGENHARIA E CONSTRUCOES LTDA;17.323.247/0001-41;86,037;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
89307;RECICLAGEM CE;M P NOBRE RECICLAGEM DE PLASTICOS E PAPEL LTDA;02.616.780/0001-24;56,290;91,268;133,181;134,786;153,139;165,669;167,537;150,707;105,145;106,739;68,877;92,761
89548;TEREOS CRUZ ALTA 2;TEREOS ACUCAR E ENERGIA BRASIL S.A.;47.080.619/0001-17;19,508;19,077;21,184;202,974;64,303;2,923;4,982;23,789;7,554;2,025;3,742;138,007
89866;CARAMURU ARMAZENS GO;CARAMURU ALIMENTOS  S/A;00.080.671/0001-00;228,922;1.158,877;731,354;378,453;352,953;530,047;1.058,666;365,894;216,665;227,642;162,521;156,644
90071;SCALA;SCALA DATA CENTERS S.A.;34.562.112/0001-58;13.154,833;12.167,463;13.753,586;13.502,557;14.248,843;13.806,493;14.239,630;14.351,560;14.171,056;15.191,693;14.717,840;15.764,949
90188;LOPAS CL;COMERCIO, INDUSTRIA E TRANSPORTE LOPAS S/A;21.473.590/0001-40;692,594;702,144;810,728;802,204;943,254;832,896;873,277;950,288;828,401;766,782;850,019;522,969
90310;DELGA FERRAZ CL;DELGA INDUSTRIA E COMERCIO S/A;61.532.198/0001-49;689,629;868,793;967,416;854,110;1.023,689;1.010,015;1.062,875;1.068,916;1.095,012;1.104,828;1.066,724;974,246
90491;ECOFRIGO CL;BUGIO AGROPECUARIA LTDA;82.996.521/0001-05;1.869,094;1.781,745;1.969,402;1.787,254;1.928,007;1.753,189;1.873,558;1.913,678;1.838,503;1.776,730;1.860,532;1.901,478
90928;ALTO VALE CL;ALTO VALE CELULOSE INDUSTRIA, COMERCIO E REPRESENTACAO DE PAPEL LTDA;27.118.434/0001-47;108,951;364,660;394,102;311,609;305,780;287,873;379,588;345,985;407,247;420,119;383,438;292,459
91090;CVI VERA CRUZ;CVI REFRIGERANTES LTDA;72.114.994/0001-88;13,114;11,024;12,175;10,391;11,172;0,000;0,000;0,000;0,000;0,000;0,000;0,000
59497;PETRORECONCAVO;PETRORECONCAVO S/A;03.342.704/0001-30;115,836;101,204;117,854;117,594;135,193;150,835;150,367;178,363;176,223;177,099;176,039;172,184
62912;FCC JACUIPE;FCC - INDUSTRIA E COMERCIO LTDA.;03.281.950/0001-20;356,898;324,818;372,185;270,712;341,306;410,774;0,000;0,000;0,000;0,000;0,000;0,000
65791;SAVOY INDUSTRIA;SAVOY INDUSTRIA DE COSMETICOS S.A.;15.392.876/0003-60;4.322,673;4.149,549;4.759,404;3.938,616;3.794,492;3.905,674;4.288,968;4.596,798;4.698,982;4.822,105;4.681,637;4.677,366
66156;ACCOR;HOTELARIA ACCOR BRASIL S/A;09.967.852/0001-27;211,595;200,695;223,507;226,422;255,810;236,732;265,390;268,342;267,193;268,607;252,192;246,088
68819;HOSPITAL JAYME DA FONTE;ORGANIZACAO HOSPITALAR DE PERNAMBUCO LTDA;11.452.240/0001-43;303,437;305,279;322,618;304,089;296,941;270,478;276,117;279,141;276,913;299,086;295,711;314,119
78385;MELLER;MELLER EQUIPAMENTOS E TECNOLOGIA INDUSTRIA E COMERCIO LTDA;07.071.658/0001-33;212,712;164,962;134,228;121,063;147,310;166,184;182,444;214,548;180,215;189,337;0,000;0,000
81424;SHOP CAFE GARDEN CL;ASSOCIACAO DO VIA CAFE GARDEN SHOPPING;23.066.373/0001-60;610,750;560,992;684,081;611,982;486,096;474,793;501,136;494,438;536,740;611,546;580,802;637,496
83003;MACHADOALTAFLORESTA;J C MARTINS & CIA LTDA;31.162.421/0001-42;220,815;205,097;229,809;212,570;219,274;0,000;0,000;0,000;0,000;0,000;0,000;0,000
83082;CONDOMINIO 17007;CONDOMINIO 17.007 NACOES;29.116.363/0001-79;995,986;987,374;1.167,071;1.003,867;986,399;935,817;960,238;979,289;925,753;1.033,452;980,961;1.040,755
83354;MICROMAZZA CL 13360;MICROMAZZA INDUSTRIA DE VALVULAS LTDA;72.096.100/0001-74;329,045;408,894;479,789;399,728;490,267;430,576;437,318;479,600;432,705;435,017;446,774;372,414
83876;VALEO MAT EI CL;VALEO SISTEMAS AUTOMOTIVOS LTDA.;57.010.662/0001-60;1.239,367;1.119,081;1.335,126;1.236,841;1.347,772;1.238,514;1.202,633;1.216,730;1.141,068;1.248,757;1.205,535;1.239,943
84147;EDP VAREJISTA CL I5;EDP SMART ENERGIA LTDA;28.630.316/0001-86;12.202,303;11.363,058;12.891,744;12.019,495;12.989,057;11.495,744;11.680,468;11.823,343;10.748,458;11.293,249;11.797,627;12.037,442
84168;CARVALHEIRA CL;CARVALHEIRA INDUSTRIA DE PAPEIS LTDA;11.405.532/0001-25;1.094,148;1.249,023;1.449,302;1.380,663;1.503,109;1.494,287;1.360,768;1.457,841;1.390,406;1.401,107;1.370,560;967,807
84332;QUALISTEEL;QUALISTEEL - FUNDICAO DE PRECISAO LTDA.;92.067.784/0001-93;261,312;256,691;252,224;237,943;261,388;236,490;233,539;246,705;210,532;211,217;199,985;114,216
85234;KRAH;KRAH INDUSTRIA E COMERCIO DE COMPONENTES ELETRONICOS LTDA;02.876.495/0001-42;118,958;125,494;134,251;110,782;118,646;116,280;116,007;129,509;119,206;130,163;128,989;84,993
85342;ELEB CL;ELEB EQUIPAMENTOS LTDA;55.763.775/0001-00;763,663;974,604;1.091,089;958,317;1.079,153;988,114;1.039,155;1.119,091;1.008,040;1.072,522;971,616;841,211
85404;RR SHOES;RR SHOES COMERCIO E FABRICACAO DE CALCADOS LTDA;08.741.899/0001-05;118,900;142,178;145,316;129,642;149,215;137,214;140,990;140,982;137,693;129,046;127,618;79,180
85411;CORPUS VALINHOS;CORPUS SANEAMENTO E OBRAS LTDA;31.733.363/0008-36;2,571;2,607;3,094;2,778;2,979;2,918;2,950;3,135;2,786;2,648;2,449;2,735
85472;AMPARO MATR CL 514;MINASA TRADING INTERNATIONAL LTDA;47.496.286/0001-01;918,805;857,341;973,753;874,536;976,143;959,033;995,558;1.057,104;998,755;1.022,372;992,404;756,871
85518;BUDDEMEYER A CL;BUDDEMEYER ACABAMENTO TEXTIL LTDA;79.865.465/0001-65;1.384,963;1.482,838;1.628,334;1.325,262;1.590,811;1.587,436;1.574,813;1.624,933;1.509,328;1.538,292;1.262,295;681,900
85522;CAD STO AMARO CL 514;CONDOMINIO CENTRO ADMINISTRATIVO SANTO AMARO;06.019.015/0001-88;524,047;497,781;587,173;486,855;453,164;438,124;492,109;483,536;456,661;523,098;504,006;569,548
85537;CBD CL 514;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47.508.411/0001-56;944,840;894,231;987,013;1.006,767;953,835;921,704;1.031,830;1.036,541;1.071,879;1.233,150;1.257,297;1.313,749
85558;COND BARRA ENT 2 CL;CONDOMINIO BARRA;16.275.232/0001-92;638,469;587,000;650,589;621,711;651,251;609,782;637,693;654,664;653,059;662,669;663,046;697,814
85589;DUAL CNP CL 514;DUAL DUARTE ALBUQUERQUE COMERCIO E INDUSTRIA LTDA;24.542.953/0003-01;1.277,781;1.141,539;945,041;1.259,369;690,578;194,535;1.239,156;814,837;1.356,866;1.336,286;1.070,082;1.187,706
85590;DUCI CL 514;FIBERTEX NAOTECIDOS LTDA.;04.210.314/0001-70;1.053,233;948,029;1.027,489;1.070,262;1.064,788;1.063,310;1.080,231;1.112,592;1.108,700;1.130,655;1.088,632;1.053,347
85591;EBBA CL 514;EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A;07.604.556/0001-36;1.128,245;1.053,530;1.170,500;1.077,116;990,818;819,334;906,061;855,736;892,103;1.042,201;913,775;872,485
85602;EMBU ENG E COM CL 514;EMBU S A ENGENHARIA E COMERCIO;61.322.558/0001-88;266,806;249,999;271,281;263,307;285,420;296,347;303,185;315,970;292,764;354,695;319,761;324,764
85608;ESTACAO BH CL 514;ESTACAO BH ADMINISTRACAO LTDA;11.668.630/0001-55;872,589;790,858;912,137;840,162;744,609;688,413;728,014;731,222;743,632;842,859;794,330;890,080
85626;GELNEX CL ARAGUAINA;GELNEX INDUSTRIA E COMERCIO LTDA;02.001.597/0001-14;1.563,951;1.300,472;1.716,941;1.639,086;1.714,233;1.671,184;1.673,926;1.663,918;1.655,774;1.766,992;1.642,235;1.727,462
85630;GKN SM CL 514;GKN SINTER METALS LTDA.;02.778.274/0001-31;909,578;783,932;891,992;824,660;891,943;864,503;939,489;909,866;854,755;886,135;861,611;662,285
85635;GRUPO FISCHER CL 514;FISCHER S/A - AGROINDUSTRIA;52.311.529/0001-20;712,910;1.072,272;1.183,348;860,238;750,244;619,743;572,841;529,070;463,664;469,983;393,742;380,392
85653;IBM TUTOIA;IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA;33.372.251/0001-56;885,736;803,111;895,619;860,064;883,780;837,766;880,624;893,178;821,661;853,413;825,368;872,245
85660;INBRASP CL 514;INBRASP - INDUSTRIA BRASILEIRA DE PLASTICOS LTDA.;59.941.799/0001-63;918,577;1.001,959;1.079,335;810,500;1.020,226;1.060,275;990,041;1.188,567;1.116,503;1.034,046;1.090,120;1.029,296
85663;INDEPEND SHOP CL 514;CONDOMINIO DO INDEPENDENCIA SHOPPING;09.462.547/0001-83;706,325;594,105;686,188;583,856;533,249;472,431;505,245;491,641;492,967;620,031;572,144;645,290
85666;INGREDION MATRIZ CL 514;INGREDION BRASIL INGREDIENTES INDUSTRIAIS LTDA;01.730.520/0001-12;1.176,836;1.042,581;1.176,270;1.059,045;1.210,114;1.205,258;1.218,905;1.182,587;1.082,737;1.068,354;1.055,389;1.137,507
85670;ITAUPOWER CL 514;CONDOMINIO ITAUPOWER SHOPPING;05.599.839/0001-01;852,279;772,902;920,464;863,480;755,609;715,230;728,811;752,105;783,214;886,393;830,514;902,642
85682;LARGO XIII CL 514;ASSOCIACAO LARGO XIII;11.927.223/0001-15;831,289;830,495;894,497;731,741;599,289;557,830;619,719;560,990;537,080;706,250;627,604;841,088
85696;MANN HUMMEL CL 514;MANN+HUMMEL BRASIL LTDA.;57.014.862/0001-90;1.124,251;1.143,581;1.316,185;1.154,836;1.208,376;1.170,274;1.206,216;1.270,578;1.173,085;1.192,497;1.109,440;1.091,351
85709;C CL MEZZANI;MEZZANI ALIMENTOS LTDA;44.991.743/0001-46;984,226;959,457;1.076,316;908,347;879,212;812,156;815,911;832,779;836,249;939,846;932,122;1.014,471
85726;MUNDIAL CX CL 514;MUNDIAL S.A. - PRODUTOS DE CONSUMO;88.610.191/0004-05;633,622;607,312;664,690;558,255;669,960;647,230;650,001;762,067;654,314;638,241;611,797;473,506
85741;OXFORD CL 514;OXFORD PORCELANAS INDUSTRIAL LTDA.;12.128.514/0001-06;1.241,550;1.327,010;1.483,502;1.331,832;1.370,427;1.359,806;1.404,146;1.481,600;1.374,649;1.370,008;1.329,945;1.002,982
85746;PANATLANTICA CL 514;PANATLANTICA INDUSTRIA E COMERCIO DE TUBOS S.A.;03.684.007/0001-68;502,205;498,283;618,129;444,288;476,155;547,683;588,768;551,342;506,774;483,838;517,667;499,501
85749;PARTAGEMSB CL 514;CONDOMINIO DO PARTAGE SHOPPING BETIM;17.916.600/0001-05;610,959;599,112;680,547;630,709;582,287;546,978;547,097;558,613;555,635;641,552;615,621;672,924
85754;PERTO LIVRE;PERTO S A PERIFERICOS PARA AUTOMACAO;92.080.035/0001-04;763,913;788,786;863,887;747,734;768,691;730,529;776,718;790,436;771,586;807,807;834,244;952,495
85757;PIA CL;COOPERATIVA AGRO PECUARIA PETROPOLIS LTDA;91.589.507/0001-88;728,670;669,517;766,447;699,085;671,457;694,530;751,213;748,255;698,844;723,660;659,649;747,159
85764;PLASTSHOW CL;INTERNATIONAL PLASTICS INDUSTRIA & COMERCIO LTDA;09.169.096/0001-90;743,229;279,325;448,976;761,313;725,250;852,007;675,925;813,263;803,760;903,350;881,423;568,193
85765;C CL PLASUTIL PLASTICOS 2;PLASUTIL-INDUSTRIA E COMERCIO DE PLASTICOS LTDA;56.450.877/0001-39;1.038,369;1.157,664;1.276,495;1.253,255;1.241,342;1.208,833;1.196,960;1.114,254;1.189,491;1.396,059;1.415,216;1.258,265
85770;PORTO SEGURO CL 514;PORTO SEGURO COMPANHIA DE SEGUROS GERAIS;61.198.164/0001-60;1.117,352;1.008,984;1.212,617;1.097,952;1.030,342;937,571;1.041,902;1.059,720;1.005,380;1.147,725;1.092,550;1.186,314
85772;PREDILECTA I5 - CARGA;PREDILECTA ALIMENTOS LTDA;62.546.387/0001-33;116,410;3,214;25,859;342,035;946,480;888,506;901,359;1.356,308;1.326,142;1.373,017;253,087;955,283
85773;PROCTER DO BRASIL CL 514;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;1.672,485;1.377,975;1.602,625;1.487,766;1.535,953;1.423,773;1.479,676;1.492,903;1.575,620;1.615,861;1.540,880;1.479,305
85781;RINALDI PNEUS CL;RINALDI SA-INDUSTRIA DE PNEUMATICOS;87.556.601/0001-63;834,718;887,147;1.017,845;881,014;919,388;846,216;787,135;856,347;830,402;921,046;925,150;643,897
85787;BPBUNGE SJU CL;SANTA JULIANA BIOENERGIA LTDA.;05.980.986/0001-27;338,468;395,794;729,751;298,498;132,033;1,533;0,000;3,040;66,455;7,553;11,696;428,225
85792;SASAZAKI CL 514;SASAZAKI INDUSTRIA E COMERCIO LTDA.;52.045.697/0001-10;300,711;407,715;466,693;386,676;348,166;376,597;403,412;387,350;395,897;412,937;431,087;385,205
85799;SEOYON CE CL 514;SEOYON INTECH FABRICACAO DE SISTEMA INTERIOR AUTOMOTIVO BRASIL LTDA;07.385.124/0001-81;492,016;612,689;654,206;535,048;600,237;396,636;521,299;629,101;618,854;698,648;649,768;513,375
85809;SHOP ESPLANADA CL 514;SUBCONDOMINIO DO ESPLANADA SHOPPING CENTER;66.844.820/0001-78;711,751;673,412;740,450;630,440;527,815;475,148;539,384;508,114;483,928;633,455;615,410;721,971
85813;SHOP NEUMARKT CL 514;CONDOMINIO COMERCIAL DO SHOPPING CENTER NEUMARKT BNU;01.172.255/0001-02;931,690;865,722;923,744;749,365;649,081;548,714;615,764;584,031;579,735;715,938;730,846;871,806
85814;SHOP PATIO MACEIO CL 514;CONDOMINIO EDILICIO SHOPPING PATIO MACEIO;11.862.955/0001-74;720,980;668,059;727,422;713,653;708,566;641,454;656,451;669,455;651,314;707,323;709,582;756,053
85832;SODECIA EC;SODECIA AUTOMOTIVE MINAS GERAIS, LTDA.;02.454.348/0001-84;721,724;806,173;858,358;778,859;827,657;672,068;752,878;874,278;837,188;868,689;784,389;724,348
85842;TANSANPEDRA CL 514;TANSAN INDUSTRIA QUIMICA LTDA;20.927.059/0001-37;1.098,183;1.081,686;1.158,127;1.142,026;1.214,996;1.144,462;1.200,832;1.200,768;1.122,271;1.175,177;1.142,476;1.019,346
85843;TAP S CARLOS CL 514;TAPETES SAO CARLOS LTDA;05.414.377/0001-00;382,512;374,138;414,373;447,292;436,977;428,128;508,530;512,986;386,126;462,848;450,497;433,808
85846;TE CONNECTIVITY CL 514;TE CONNECTIVITY BRASIL INDUSTRIA DE ELETRONICOS LTDA;00.907.845/0001-65;1.151,348;1.099,711;1.281,370;1.183,808;1.166,051;1.100,164;1.151,575;1.083,804;1.132,984;1.175,792;1.105,931;1.123,828
85880;WEG CL 514;WEG EQUIPAMENTOS ELETRICOS S/A;07.175.725/0001-60;512,571;540,849;630,069;491,193;504,463;509,419;474,676;555,824;519,291;515,273;498,791;493,547
85882;WETZEL ALUMINIO;WETZEL S/A;84.683.671/0001-94;1.121,762;1.200,478;1.314,553;1.211,638;1.272,262;1.194,980;1.277,221;1.331,325;1.214,374;1.234,541;1.199,400;997,054
85886;YKK DO BRASIL CL 514;YKK DO BRASIL LTDA;43.444.348/0003-42;588,763;636,597;710,642;604,611;662,912;591,533;623,932;630,773;603,275;627,371;586,602;374,263
85926;CERAMICA BELEM;CERAMICA BELEM LTDA;80.742.307/0001-05;65,842;78,936;87,234;80,607;85,576;83,110;80,053;81,982;71,586;71,727;73,903;45,851
86055;SEARA MATRIZ CL S 9;SEARA ALIMENTOS LTDA;02.914.460/0112-76;1.732,213;1.515,742;1.590,782;1.605,103;1.520,146;1.590,251;1.640,763;1.547,894;1.518,815;1.517,886;1.674,039;1.609,859
86091;MEDLOG;MSC MEDITERRANEAN LOGISTICA LTDA.;08.680.888/0001-62;101,106;101,923;110,334;89,491;85,282;85,299;92,202;87,125;89,073;92,489;79,268;87,524
86151;NORTESHOPPING CAG;CONDOMINIO GERAL NORTESHOPPING;29.209.285/0001-57;327,381;248,137;340,078;243,834;286,179;236,390;227,105;196,211;40,622;153,511;275,490;340,025
86202;RG GUIMARAES CE;R G GUIMARAES;31.520.265/0001-44;82,640;70,870;82,820;71,129;85,330;86,808;43,252;94,764;86,111;64,313;70,746;62,685
86206;NOVA EMBALAGENS;NOVA EMBALAGENS E FILMES TECNICOS LTDA;56.394.281/0001-69;182,283;237,854;258,676;235,479;249,383;277,129;282,495;266,450;246,767;267,777;234,585;174,845
86227;HOTELMSERRA;POUSO REAL EMPREENDIMENTOS TURISTICOS LTDA;15.534.460/0001-77;92,354;72,067;82,123;75,292;79,812;72,790;83,787;68,223;68,368;83,096;72,121;80,276
