Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/21;fev/21;mar/21;abr/21;mai/21;jun/21;jul/21;ago/21;set/21;out/21;nov/21;dez/21
73089;ATACADO MAXIMO;REAL PAULISTA COMERCIAL DE ALIMENTOS LTDA.;16.881.766/0001-62;373,443;329,991;370,921;328,008;319,560;299,615;294,186;364,017;382,110;376,232;385,064;408,550
73262;CANAA CARGA;COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA;44.373.108/0001-03;565,249;585,705;371,162;30,655;151,804;392,726;0,749;137,282;16,611;38,249;136,418;559,592
73442;MOINHOS ANDRE;MOINHOS ANDRE LTDA;75.944.363/0001-84;73,088;82,564;103,176;89,541;85,186;87,217;94,486;94,269;91,925;80,236;101,879;78,695
73522;GSA CHA;GERDAU S.A.;33.611.500/0001-19;26.437,727;29.703,714;33.415,965;31.950,509;20.791,684;31.822,374;32.344,427;31.035,822;30.851,717;33.106,552;31.741,111;25.822,372
73761;FRIG GASSEN;FRIGORIFICO GASSEN LTDA;73.301.814/0001-30;173,475;166,522;196,958;171,008;143,437;131,042;144,366;161,376;165,122;171,272;171,838;188,147
73763;FARMAPLAST;FARMAPLAST INDUSTRIA DE EMBALAGEM PLASTICA LTDA;47.866.165/0001-04;378,419;142,148;20,812;19,204;17,118;0,000;0,000;0,000;0,000;0,000;0,000;0,000
73764;AKKI ATACADISTA;707 AUTO-SERVICO DE ALIMENTOS LTDA;12.539.517/0001-32;785,933;701,101;810,839;723,838;707,863;685,169;660,639;693,647;719,069;730,236;733,371;780,160
73862;TOTALSERVICE;TOTAL SERVICE LOGISTICA ARAGUARI LTDA;21.565.437/0002-23;432,025;360,916;417,869;388,264;409,145;350,322;367,177;376,947;358,723;414,474;410,415;451,451
73882;NEOVIA ESP NE;NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.;18.631.739/0001-67;605,729;612,561;615,605;552,270;645,930;594,359;622,285;642,505;550,955;603,567;551,456;549,763
73884;USINA SANTO ANTONIO CL;USINA SANTO ANTONIO S/A;71.324.784/0001-51;492,961;454,865;545,484;580,823;177,205;97,603;46,937;0,000;58,610;310,511;440,493;573,615
74021;CARGILL PGA;CARGILL AGRICOLA S A;60.498.706/0001-57;287,948;256,541;551,167;423,320;499,609;376,428;368,789;339,664;402,114;384,792;341,391;301,085
74047;ECOPLAN MINERACAO;ECOPLAN MINERACAO LTDA;87.987.863/0001-82;664,056;758,947;664,807;998,800;1.526,673;1.538,322;1.508,648;1.594,231;1.422,178;1.055,790;720,787;651,953
74106;HP EMBALAGENS;HP EMBALAGENS INDUSTRIA E COMERCIO LTDA.;67.274.811/0001-51;249,502;275,163;303,397;249,239;257,240;286,562;273,944;290,143;273,700;290,543;276,444;183,914
74341;FRADE SPOT;FRADE SPOT PARTICIPACOES S/A;18.312.180/0001-02;337,697;271,387;304,425;204,066;196,510;197,944;186,530;186,824;213,315;225,612;231,334;280,591
74345;FLAMINGO;CONDOMINIO FLAMINGO;03.841.348/0001-08;82,260;77,076;62,561;47,437;55,905;52,453;52,817;63,196;77,012;69,085;85,271;89,303
74346;BLUE FOREST;BLUE FOREST INDUSTRIA E COMERCIO LTDA;09.174.455/0001-06;147,677;178,764;196,095;188,411;204,054;179,772;200,294;199,256;178,378;187,008;186,178;173,148
74410;M&G MINERACAO;M&G MINERACAO DE CALCARIO LTDA;16.925.334/0001-06;32,861;67,936;111,556;83,430;160,554;149,235;206,303;202,813;262,721;289,796;190,477;110,528
74598;ALIANZA;ALIANZA LOGISTICA E EMPREENDIMENTOS LTDA;08.776.680/0001-41;264,749;242,028;261,375;265,935;304,253;284,135;295,316;289,814;280,776;289,248;259,923;261,621
74602;CINEPOLIS EI NE;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA.;09.652.820/0001-32;92,204;68,988;33,653;22,887;45,055;92,283;118,932;109,889;122,948;134,430;132,228;153,551
74630;ALBAUGH AGRO;ALBAUGH AGRO BRASIL LTDA.;01.789.121/0001-27;321,163;362,281;346,318;384,576;519,601;323,066;364,148;304,459;512,482;709,700;673,237;454,852
74632;ULIANA;ULIANA INDUSTRIA METALURGICA LIMITADA;59.298.091/0001-36;365,381;379,309;383,484;334,247;363,392;318,132;290,940;330,712;310,373;324,681;309,522;321,541
74664;FLEX;FLEX DO BRASIL LTDA;03.718.581/0001-90;121,075;117,741;92,702;72,813;75,998;74,614;82,208;81,516;88,451;82,409;95,243;79,426
74674;SPRAYTEC;LATINA AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;06.287.157/0001-26;112,774;128,645;162,240;134,596;129,155;120,839;128,523;136,086;133,293;155,810;179,957;144,169
74822;DOOWON;DOOWON FABRICANTE DE SISTEMAS AUTOMOTIVOS BRASIL LTDA;11.482.617/0001-07;165,126;191,755;220,528;217,958;226,951;194,751;120,481;200,606;192,758;194,429;208,607;173,632
74824;TECPOL;TECPOL TECNOLOGIA EM POLIURETANO LTDA;05.621.309/0001-12;133,392;139,767;131,804;95,283;105,801;113,147;116,769;125,835;128,027;138,618;133,760;110,975
74825;ACAI SANTA HELENA;CASTANHAL COM. DE POLPAS LTDA;07.166.434/0001-05;32,573;27,289;37,368;30,956;24,259;20,085;123,123;247,372;335,283;321,893;135,348;68,481
74844;KUNTZLER;H. KUNTZLER INDUSTRIA DE CALCADOS LTDA;89.238.711/0001-02;252,432;256,467;288,837;247,618;259,180;265,397;275,814;262,617;223,673;233,451;247,854;198,002
74861;MOMENTIVE;MOMENTIVE PERFORMANCE MATERIALS INDUSTRIA DE SILICONES LTDA;05.701.847/0001-17;131,570;130,203;140,137;101,512;147,151;130,654;132,826;151,589;150,840;128,137;142,454;132,690
75021;RAGUIFE;RAGUIFE INDUSTRIA E COMERCIO DE RACOES LTDA;10.205.088/0001-31;932,847;841,336;1.003,646;1.062,310;1.035,386;850,363;877,493;642,426;746,021;715,724;898,637;879,207
75282;ALTO ALEGRE;LATICINIO DANIEL COLLE LTDA;04.421.375/0001-86;350,414;302,809;307,921;314,380;308,425;265,502;301,040;337,427;327,600;312,883;339,179;358,605
75347;HOTEL GB CR NOVA AMERICA;GB CR PARTICIPACOES S/A;16.965.684/0001-04;157,606;148,487;165,970;116,989;123,934;117,421;122,072;133,187;151,930;150,794;164,821;180,734
75348;HOTEL SANTOS DUM NOVOTEL;SANTOS DUMONT INVESTIMENTO IMOBILIARIO S/A;08.881.090/0001-89;231,993;199,244;204,373;142,024;144,229;128,135;124,255;173,719;205,296;206,966;228,225;277,857
75349;HOTEL UP ASSET BOTAFOGO;UP ASSET BOTAFOGO HOTEL  LTDA;17.065.907/0001-31;140,057;113,827;129,595;108,935;84,250;81,490;85,748;92,712;108,510;108,413;113,772;124,928
75366;HOTEL GW PEPE MERCURE;GW PEPE EMPREENDIMENTO IMOBILIARIO S/A.;13.733.349/0001-84;200,954;159,604;171,385;124,482;129,609;148,964;157,551;163,335;167,121;157,142;167,335;207,249
75428;ANDRADE INDUSTRIA;ANDRADE INDUSTRIA E COMERCIO DE MARMORES E GRANITOS LTDA;31.751.233/0001-50;367,538;379,851;364,732;383,554;448,580;439,767;443,565;461,907;426,188;413,328;367,829;184,231
75464;ARESE;ARESE PHARMA LTDA.;07.670.111/0001-54;289,817;305,478;356,168;333,400;346,481;336,818;319,011;345,300;359,043;348,637;347,665;253,527
75761;AMTL;COMPANHIA SIDERURGICA DO ESPIRITO SANTO S.A.;29.617.631/0001-36;23.331,791;27.619,040;25.023,196;28.308,168;31.348,710;29.259,380;28.831,384;31.871,261;29.946,344;30.309,887;18.200,935;3.177,810
75785;LAPIVIDROS;LAPIDACAO VIDROS INDUSTRIA E COMERCIO LTDA;87.848.313/0001-82;125,969;118,462;121,341;85,203;97,533;94,837;93,759;105,490;100,088;110,049;88,040;65,186
75832;HONDA LOCK SP;HONDA LOCK SAO PAULO INDUSTRIA E COMERCIO DE PECAS LTDA.;08.735.007/0001-63;147,462;107,357;144,284;107,966;128,714;96,532;106,934;128,488;116,012;117,880;130,771;100,297
75841;ATRIO HOTEIS EI S;ATRIO HOTEIS S.A.;80.732.928/0001-08;702,784;685,078;653,926;580,272;665,917;656,378;779,023;714,413;693,867;792,499;856,087;975,276
76041;CONDOMINIO SHOP BH;CONDOMINIO DO BOULEVARD SHOPING BH;12.770.422/0001-25;610,911;937,910;607,761;628,228;878,044;853,548;931,033;970,099;1.018,815;1.060,363;1.026,748;1.173,260
76082;RAIZEN CAR;RAIZEN ENERGIA S.A;08.070.508/0001-78;161,344;138,072;134,709;103,164;99,494;94,820;103,269;109,825;143,731;143,896;154,988;162,481
76086;RAIZEN SANTA HELENA;RAIZEN ENERGIA S.A;08.070.508/0001-78;146,061;146,777;145,938;181,403;57,709;10,651;18,519;20,345;8,427;181,499;149,965;145,033
76087;RAIZEN SAO FRANCISCO;RAIZEN ENERGIA S.A;08.070.508/0001-78;118,599;114,527;119,831;141,253;33,006;287,411;42,432;25,593;11,476;98,238;144,416;107,533
76184;CLIPTECH;CLIPTECH INDUSTRIA E COMERCIO LTDA;02.248.426/0001-94;387,488;380,101;436,203;353,610;338,298;293,855;276,955;315,052;322,071;312,117;330,342;308,033
76365;CESMC CL;COMPANHIA ENERGETICA DE SAO MIGUEL DOS CAMPOS;18.053.794/0001-17;367,589;6,756;1.009,769;635,215;593,543;554,590;585,509;699,092;476,135;43,105;35,769;260,289
76381;SEARA MATRIZ EI1 SE;SEARA ALIMENTOS LTDA;02.914.460/0112-76;3,812;3,435;3,770;3,188;2,632;2,425;2,541;2,566;2,171;0,097;0,009;0,009
76524;LOUVRE MAGAZINE;LOUVRE MAGAZINE COMERCIO LTDA;10.854.623/0001-85;46,940;42,298;43,724;47,238;49,777;49,691;51,097;48,457;48,653;45,940;46,269;43,702
76652;LIDER SALINOPOLIS CENTRAL;LIDER COMERCIO E INDUSTRIA LTDA.;05.054.671/0001-59;326,723;269,909;279,045;286,751;312,787;321,274;381,997;322,167;300,017;311,994;311,591;349,263
76853;PEPSICO DO BRASIL;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;02.957.518/0001-43;1.020,900;894,219;1.143,437;1.043,860;1.072,976;1.003,095;1.044,065;1.041,307;1.026,847;953,719;955,951;918,915
76901;BRF FVDA;BRF S.A.;01.838.723/0001-27;8.437,598;7.765,372;8.840,301;7.501,042;6.691,277;6.978,043;6.964,972;7.206,777;7.437,323;7.038,977;7.996,018;7.660,760
76904;BRF FCPO;BRF S.A.;01.838.723/0001-27;9.278,543;8.572,026;10.274,471;8.104,478;8.177,710;7.323,255;8.694,500;8.600,069;8.682,358;9.019,916;9.040,058;9.269,240
76905;BRF FLJD;BRF S.A.;01.838.723/0001-27;6.043,872;5.446,059;6.466,932;5.512,326;5.338,941;3.626,765;4.439,096;5.956,707;5.525,074;5.760,874;5.675,874;6.165,448
76906;BRF FRVE;BRF S.A.;01.838.723/0001-27;16.522,120;15.488,402;18.114,603;16.196,102;16.049,254;15.131,608;15.152,756;13.746,293;15.339,180;15.871,609;15.379,381;16.080,435
76909;BRF CDJDI;BRF S.A.;01.838.723/0001-27;1.284,882;1.162,117;1.294,055;1.159,448;1.104,688;1.004,464;980,818;1.073,204;1.155,849;1.212,300;1.179,399;1.264,942
76910;BRF FCNC;BRF S.A.;01.838.723/0001-27;11.585,796;10.674,309;12.036,728;10.477,561;10.264,300;11.756,400;11.217,203;11.641,826;11.445,008;11.381,702;11.473,131;12.296,662
76917;PEPSICO DO BRASIL S;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;02.957.518/0001-43;7,187;11,654;12,968;12,555;12,960;12,489;12,860;3,304;3,152;3,217;3,114;3,219
76961;CAOA CL;CAOA MONTADORA DE VEICULOS LTDA;03.471.344/0001-77;1.925,025;2.421,148;2.651,731;2.697,515;2.798,765;1.702,484;2.707,708;2.870,743;3.084,473;3.131,837;2.820,472;3.248,934
76964;FIAÇÃO FIDES EI SE;FIACAO FIDES LTDA;50.391.150/0001-41;306,728;297,699;333,210;297,227;320,081;312,271;311,537;320,722;302,105;315,374;297,894;329,890
64652;NOVACKI JARAGUA;NOVACKI INDUSTRIAL S.A.;13.284.642/0008-88;299,715;303,679;329,860;293,983;285,437;254,811;297,887;278,073;287,135;297,548;280,623;210,787
67384;INDAIA PARAIBA CL;INDAIA BRASIL AGUAS MINERAIS LTDA;00.048.785/0001-72;1.868,070;1.638,958;1.400,907;1.162,191;1.468,167;1.405,251;1.510,821;1.449,390;1.519,766;1.279,146;1.489,609;1.552,774
68107;UNIMED LITORAL;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;85.377.174/0003-92;345,745;327,641;357,320;300,627;285,555;266,314;267,488;281,910;285,117;292,110;312,433;371,473
70222;VIRAL CASTILHO CE;VIRALCOOL - ACUCAR E ALCOOL LTDA.;53.811.006/0002-96;215,459;205,418;278,928;253,327;0,000;8,286;3,906;5,374;0,012;14,163;128,588;0,000
70826;HOSPITAL SAO LUCAS DE SANTOS;HOSPITAL SAO LUCAS DE SANTOS LTDA;58.213.380/0001-22;157,528;132,436;159,290;120,923;113,072;102,698;93,299;98,222;104,294;99,312;107,027;121,840
71318;POLPA BRASIL;POLPA BRASIL DESIDRATADOS LTDA.;03.097.354/0001-94;207,974;207,125;239,712;202,381;199,626;190,450;184,298;198,907;201,794;175,982;184,628;148,346
72091;NEVADA;AMIDOS NEVADA LTDA;07.165.986/0001-07;175,846;142,119;194,904;220,809;321,663;273,958;340,254;213,504;291,833;374,154;460,353;415,665
72102;CELEIRO;COMERCIAL CELEIRO LTDA;83.314.757/0001-87;625,382;552,472;616,486;519,465;489,587;464,822;475,488;516,391;525,197;536,814;608,427;676,855
72124;ARROZ NUTRIPAR;CURIONI & BIOLLO LTDA;72.094.758/0001-47;263,127;239,154;304,129;259,898;301,329;240,406;252,008;185,025;182,092;176,277;259,560;306,255
72135;ONESUBSEA DO BRASIL;ONESUBSEA DO BRASIL SERVICOS SUBMARINOS LTDA;01.505.705/0003-95;180,336;165,283;188,208;173,033;178,989;167,847;174,403;183,303;193,761;187,702;185,465;188,717
72162;GLASS TEMPER;GLASS TEMPER GTSUL INDUSTRIA E COMERCIO DE VIDROS LTDA;17.035.997/0001-18;159,831;114,877;176,452;133,713;166,551;147,730;173,032;185,137;179,709;146,855;172,975;141,188
72541;CRVR;CRVR - RIOGRANDENSE VALORIZACAO DE RESIDUOS LTDA;03.505.185/0001-84;70,586;61,962;61,455;63,755;72,618;66,124;61,284;67,302;62,062;65,374;61,534;64,902
73023;BRASIPACK;BRASIPACK INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;19.454.803/0001-44;252,554;219,084;238,291;180,729;276,761;313,134;276,728;251,473;271,912;252,939;275,982;297,019
73081;SEBO PARANAENSE;SEBO PARANAENSE LTDA;22.066.791/0001-95;241,520;237,568;244,846;228,832;234,040;237,324;222,962;193,502;212,542;183,440;192,489;217,895
73633;SERRAFRUTAS;SERRAFRUTAS COMERCIO E LOGISTICA LTDA;12.987.729/0001-82;157,526;157,004;362,484;438,777;429,974;350,763;304,948;308,234;272,214;249,872;219,242;192,917
74048;BOA VISTA ALIMENTOS;BOA VISTA - ALIMENTOS LTDA;37.356.854/0001-15;324,690;343,988;349,599;354,158;366,195;377,510;362,436;377,098;388,360;399,866;382,612;359,032
74049;REFRIGERANTES XUK;BEBIDAS XUK LTDA;03.177.494/0001-72;164,014;160,948;143,943;92,101;101,734;82,378;99,503;131,833;163,238;198,144;193,783;249,862
74122;BOOMERA;BOOMERA AMBIPAR ENVIRONMENTAL PARANA LTDA;26.611.091/0001-95;166,964;188,359;205,612;148,399;25,536;7,687;9,205;10,197;10,781;9,606;11,521;20,787
74221;TANCAL;COMERCIO E INDUSTRIA DE CAL TANCAL LTDA;76.214.022/0001-16;348,122;217,963;387,652;373,229;409,572;376,032;402,282;429,590;420,994;406,332;414,467;342,309
74381;CORY;INDUSTRIA DE PRODUTOS ALIMENTICIOS CORY LTDA;51.665.073/0001-33;479,402;537,453;399,755;472,353;618,744;524,740;582,049;664,794;693,950;702,656;736,234;503,258
74622;BIO BARRA CL BARRA;BIOENERGIA BARRA LTDA.;18.788.137/0001-18;3.303,906;2.911,767;3.181,049;1.737,254;139,302;294,806;195,309;128,802;226,429;163,143;1.296,812;2.491,464
74628;BELEMZAO SHOPPING;DISTRIBUIDORA BELEM DE ALIMENTOS LTDA.;04.141.778/0004-14;129,298;120,717;130,212;131,442;137,117;135,473;132,379;147,252;141,856;135,539;138,995;140,263
74629;PAULUZZI CERAMICAS;CERAMICA ANDRADE LTDA.;27.879.040/0001-01;211,493;190,614;223,799;192,171;222,241;225,904;234,890;246,790;237,909;243,912;148,172;168,265
74668;UNIVAR;UNIVAR SOLUTIONS BRASIL LTDA;01.722.256/0001-75;71,512;65,709;82,361;67,832;69,834;64,709;64,874;66,526;71,230;74,746;74,955;66,895
74721;NEXANS ALUMINIO EI;NEXANS BRASIL S/A;31.860.364/0012-28;224,914;206,136;186,214;168,461;204,373;220,986;240,525;239,449;247,774;265,868;246,448;158,660
74845;PGP PLASTICOS;PGP INDUSTRIA E COMERCIO DE PLASTICOS EIRELI;05.092.471/0001-90;3,860;134,046;172,569;149,518;170,102;161,427;168,876;129,253;83,750;155,793;159,125;152,114
74846;RFS BRASIL;RFS BRASIL TELECOMUNICACOES LTDA.;44.040.707/0001-05;42,441;28,512;24,768;22,424;26,017;32,450;32,593;26,518;24,939;30,409;29,378;24,604
74851;PERKINS;PERKINS MOTORES DO BRASIL LTDA.;01.594.992/0001-95;72,411;73,970;96,561;90,009;95,146;101,437;111,065;117,811;114,606;114,657;119,832;113,655
74868;MHC PLASTICOS;M.H.C. PLASTICOS LTDA EM RECUPERACAO JUDICIAL;06.164.824/0001-83;266,848;248,961;266,139;242,025;283,188;245,359;282,756;260,346;241,376;250,498;258,992;188,925
74881;SANTUARIO APARECIDA;SANTUARIO NACIONAL DE NOSSA SENHORA DA CONCEICAO APARECIDA;02.825.033/0001-04;520,127;444,758;405,726;336,898;408,418;381,347;372,313;411,404;473,322;511,152;488,159;513,351
74966;TURATTI;TURATTI & TURATTI LTDA;09.639.440/0001-68;174,878;187,253;198,071;114,104;102,165;118,133;136,287;147,706;173,477;172,543;193,802;214,754
75092;ALIANCA NAVAL;ALIANCA S/A - INDUSTRIA NAVAL E EMPRESA DE NAVEGACAO;33.055.732/0008-04;69,529;67,877;79,891;84,800;94,661;0,000;0,000;0,000;0,000;0,000;0,000;0,000
75236;HILTON BARRA;CARVALHO HOSKEN HOTELARIA LTDA;13.101.510/0002-88;420,423;333,900;376,513;299,118;290,228;281,995;260,123;277,494;303,552;305,258;310,256;351,805
75801;MINETE;MINETE PEDRAS ORNAMENTAIS LTDA;06.113.240/0001-89;142,639;122,077;127,479;111,887;110,817;112,122;120,420;114,551;118,782;123,418;130,323;65,245
75802;TQA;T.Q.A. INDUSTRIA E COMERCIO LTDA;01.221.461/0001-57;123,621;121,415;132,409;129,826;140,170;133,702;137,160;138,413;123,888;121,629;115,840;124,494
75822;IT CENTER;IRMAOS TEIXEIRA LTDA;04.976.718/0001-79;342,314;299,275;257,984;301,633;353,356;367,318;381,106;381,589;371,946;371,232;384,246;388,718
75831;C CE HOTEL ESTANCIA BARRA BONI;HOTEL ESTANCIA BARRA BONITA LTDA;46.173.001/0001-39;173,654;140,580;134,697;129,401;114,833;109,333;134,064;119,199;156,633;171,764;168,981;213,562
76084;RAIZEN ADM COPI 2;RAIZEN ENERGIA S.A;08.070.508/0001-78;343,676;301,548;319,304;283,753;265,016;233,792;245,015;266,345;294,308;299,212;299,147;308,594
76085;RAIZEN MUNDIAL;RAIZEN ENERGIA S.A;08.070.508/0001-78;118,354;109,627;145,424;88,163;0,825;42,799;8,937;21,320;1,752;50,472;151,518;107,959
76094;C CE LUSITANO PLASTICOS;LUSITANO INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS EIRELI EM RECUPERACAO JUDICIAL;09.419.898/0001-01;193,154;156,729;134,898;105,139;142,406;153,597;150,485;151,034;137,627;177,281;176,541;85,806
76148;RICH;RICH DO BRASIL LTDA;01.879.814/0001-00;227,096;217,968;237,428;221,442;238,438;223,025;130,135;42,616;229,068;241,709;232,824;245,872
76149;RIGOTEX;RIGOTEX INDUSTRIA TEXTIL LTDA;05.889.170/0001-92;254,611;230,743;270,864;262,993;312,028;298,242;324,339;413,847;381,580;281,651;150,824;200,430
76154;FAURECIA LIMEIRA;FAURECIA AUTOMOTIVE DO BRASIL LTDA;01.178.298/0001-97;710,468;694,259;738,573;661,411;701,974;613,489;553,322;616,514;630,384;640,326;666,530;586,663
76361;CERAMICA BARRO BOM;CERAMICA BARRO BOM LTDA;63.801.096/0001-07;87,815;82,336;92,577;87,013;92,851;84,938;91,028;88,448;78,134;89,584;84,647;90,140
76541;CATTEGRAN;CATTEGRAN GRANITOS DO BRASIL EIRELI;06.203.008/0002-12;98,928;103,966;129,160;118,988;137,731;116,627;113,588;120,355;105,490;109,078;109,575;41,544
76725;MULTIFER;MULTIFER SIDERURGIA EIRELI;29.638.322/0001-42;485,582;445,856;479,761;492,691;508,555;489,017;502,793;499,194;491,866;528,072;493,001;508,353
76855;V S B GRANITOS;V. S. B. GRANITOS LTDA;08.188.595/0001-62;168,912;156,441;205,669;187,908;212,067;173,364;212,298;217,857;199,461;205,316;197,664;196,496
76916;PEPSICO DO BRASIL BA;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;02.957.518/0001-43;463,331;452,655;551,910;537,877;557,198;526,543;531,469;549,332;539,900;524,984;504,254;398,072
76985;COFCO GRAINS;COFCO INTERNATIONAL GRAINS LTDA.;29.332.398/0001-45;3.015,306;4.396,532;5.050,027;4.860,907;4.798,249;4.618,162;4.456,566;4.571,404;2.570,636;4.646,515;4.366,978;0,000
77002;PANCO SE;LUA NOVA IND E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;62.461.140/0001-14;1.697,559;1.545,529;1.714,015;1.747,720;1.764,678;1.830,738;1.756,047;1.821,150;1.902,947;1.872,388;1.870,740;1.833,385
77442;CASTROLANDA ITAPETI;CASTROLANDA - COOPERATIVA AGROINDUSTRIAL LTDA;76.108.349/0001-03;1.891,786;1.739,497;1.959,127;1.736,066;1.834,418;1.753,904;1.896,230;1.958,474;1.979,345;1.915,486;1.948,189;1.954,749
77443;CASTROLANDA UBL;CASTROLANDA - COOPERATIVA AGROINDUSTRIAL LTDA;76.108.349/0001-03;1.946,653;1.748,145;1.913,102;1.792,156;1.643,232;1.781,282;1.645,487;1.771,311;1.817,059;2.023,754;1.993,471;2.090,404
77602;CVRD TIG;VALE S.A.;33.592.510/0001-54;3.097,964;2.169,534;1.990,379;2.368,765;2.982,260;3.196,397;2.961,563;3.036,762;3.157,740;2.708,824;2.599,671;2.351,470
77702;SM CL;SAO MARTINHO S/A;51.466.860/0001-56;1.305,189;128,012;106,753;2,306;8,084;8,730;1,930;16,191;27,808;27,417;96,362;1.241,929
77703;UBV CL;SAO MARTINHO S/A;51.466.860/0001-56;1.013,326;1.012,941;1.124,440;15,161;1,736;11,532;12,082;60,998;174,159;210,738;495,186;962,608
77862;SANTA CLARA CASCA CL;COOPERATIVA SANTA CLARA LTDA;88.587.357/0001-69;669,947;597,631;716,417;678,033;661,514;743,835;794,769;836,275;813,392;801,961;822,460;857,878
104;ICB;INTERCEMENT BRASIL S.A.;62.258.884/0001-36;82.700,452;72.481,361;83.681,104;84.737,232;75.370,986;89.117,503;94.057,559;92.491,196;82.493,646;88.496,371;82.001,357;72.241,655
66568;CAFE SELETO;FOODS INDUSTRIA E COMERCIO LTDA;19.731.877/0001-80;198,593;174,976;242,341;234,824;215,018;276,342;247,220;227,090;276,645;280,570;226,977;112,213
67682;ONDULINE MAT;ONDULINE DO BRASIL LTDA.;01.163.538/0001-80;170,010;189,220;188,759;174,913;192,127;188,653;189,015;235,292;227,450;185,587;114,615;45,852
67746;MALHARIA PRINCESA;MALHARIA PRINCESA SA;84.685.056/0001-17;356,746;339,326;392,104;351,029;310,315;291,645;316,236;354,382;362,426;367,254;349,925;204,313
68059;FORONI;INDUSTRIA GRAFICA FORONI EIRELI;61.283.636/0001-82;204,995;238,203;139,451;130,185;148,996;156,064;142,465;140,348;142,563;127,254;123,929;121,315
70434;EDP C CE;EDP TRADING COMERCIALIZACAO E SERVICOS DE ENERGIA SA;04.149.295/0001-13;699,272;2.133,304;2.448,109;2.082,475;2.282,864;2.067,884;2.133,299;2.159,530;2.234,244;2.136,836;2.107,937;2.297,294
71442;CAMPESTRINI;SUPERMERCADO CAMPESTRINI LTDA;09.437.632/0001-91;215,559;200,668;214,877;184,979;164,707;151,733;145,930;156,075;159,861;170,096;189,611;215,235
72841;DIGITRON DA AMAZONIA;DIGITRON DA AMAZONIA INDUSTRIA E COMERCIO LTDA;84.489.988/0005-18;230,061;410,942;452,469;293,242;406,491;397,568;434,593;406,290;358,006;391,863;371,528;241,200
73281;COCAL CARGA;COCAL COMERCIO INDUSTRIA CANAA ACUCAR E ALCOOL LTDA;44.373.108/0001-03;76,945;247,688;149,761;27,641;18,976;20,936;2,404;13,465;25,301;26,333;25,377;270,500
73306;COCAL CL;COCAL TERMOELETRICA S/A;04.813.138/0001-60;253,590;174,342;322,918;8,681;18,937;196,406;1,728;70,486;126,255;573,778;377,580;155,308
73441;EXAL BRASIL;TRIVIUM PACKAGING BRASIL FABRICACAO DE EMBALAGENS DE ALUMINIO LTDA;11.910.822/0001-26;1.559,635;1.383,225;1.619,290;1.569,525;1.635,001;1.584,503;1.606,582;1.606,957;1.521,120;1.597,884;1.528,963;1.644,011
73462;CASA VISCARDI;CASA VISCARDI SA COMERCIO E IMPORTACAO;78.588.431/0001-08;530,112;485,833;549,841;474,329;421,682;378,702;368,858;436,225;502,574;464,648;525,325;545,588
73662;SUPER BH 003;SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A;04.641.376/0001-36;1.383,505;1.245,848;1.379,222;1.250,568;1.239,535;1.148,897;1.106,707;1.171,411;1.285,384;1.337,359;1.286,380;1.355,763
73695;COLINA;COLINA DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS EIRELI;07.436.513/0001-99;519,663;473,522;525,694;532,839;554,298;551,002;577,960;587,309;566,888;581,155;555,262;570,361
74006;ANHANGUERA EDUCACIONAL;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A;04.310.392/0001-46;1.111,443;1.190,136;1.120,776;907,429;982,597;857,571;817,420;1.015,386;1.289,084;1.148,270;1.342,503;1.024,487
74043;SNELLOG;SNELLOG - ARMAZENS GERAIS E LOGISTICA LTDA.;09.092.389/0001-17;154,142;145,933;161,075;143,715;168,341;163,982;158,486;164,850;170,771;174,398;170,112;170,445
74045;SEGMENT;SEGMENT PRODUTOS OFTALMICOS LTDA;56.227.929/0001-02;95,748;83,408;93,959;90,122;92,847;72,278;79,801;88,646;86,260;74,742;72,887;81,351
74101;ITAMBE BRIT 1;CIA DE CIMENTO ITAMBE;76.630.573/0001-60;107,492;67,843;66,797;71,792;85,825;77,776;76,412;66,810;96,265;79,360;81,188;64,728
74114;RESIPOL;RESIPOL COMERCIO DE RESIDUOS E POLIMEROS PLASTICOS EIRELI;09.097.812/0001-71;327,155;299,199;393,132;505,787;485,969;395,155;462,173;436,766;459,521;503,028;456,046;207,794
74223;WOLFER;WOLFER METALURGICA INDUSTRIA E COMERCIO LTDA;56.922.859/0001-02;133,477;139,912;116,811;92,052;132,554;125,800;125,138;90,774;77,125;85,302;102,170;76,642
